origin,dest,flight_count,avg_dep_delay,avg_arr_delay,max_arr_delay,avg_distance,avg_air_time,dest_airport_name,dest_lat,dest_lon
EWR,MDW,2043,17.328,13.710764587525151,385.0,711.0,110.8943661971831,Chicago Midway Intl,41.785972,-87.752417
EWR,MEM,926,19.425556858147715,19.907692307692308,275.0,946.0,144.98224852071007,Memphis Intl,35.042417,-89.976667
EWR,MHT,867,20.62985436893204,14.428398058252426,335.0,209.0,38.911407766990294,Manchester Regional Airport,42.932556,-71.435667
EWR,MIA,2633,11.615384615384615,3.979278587874137,878.0,1085.0,152.19646968534153,Miami Intl,25.79325,-80.290556
EWR,MKE,1094,23.55117370892019,24.003780718336483,441.0,725.0,115.37240075614366,General Mitchell Intl,42.947222,-87.896583
EWR,MSN,354,21.437142857142856,23.19710144927536,337.0,799.0,124.2463768115942,Dane Co Rgnl Truax Fld,43.139858,-89.337514
EWR,MSP,2377,15.31316254416961,8.395565410199557,489.0,1008.0,150.81019955654102,Minneapolis St Paul Intl,44.881956,-93.221767
EWR,MSY,1155,19.270390070921987,9.242666666666667,399.0,1167.0,167.3022222222222,Louis Armstrong New Orleans Intl,29.993389,-90.258028
EWR,MTJ,15,17.642857142857142,1.7857142857142858,101.0,1795.0,254.35714285714286,Montrose Regional Airport,38.509794,-107.894242
EWR,MYR,56,16.581818181818182,5.0181818181818185,207.0,550.0,87.43636363636364,Myrtle Beach Intl,33.67975,-78.928333
EWR,OKC,346,30.568807339449542,30.61904761904762,262.0,1325.0,193.0095238095238,Will Rogers World,35.393089,-97.600733
EWR,OMA,754,19.302739726027397,14.819559228650137,364.0,1134.0,165.9228650137741,Eppley Afld,41.303167,-95.894069
EWR,ORD,6100,14.644163390873356,8.997254632807138,1109.0,719.0,113.26029512697323,Chicago Ohare Intl,41.978603,-87.904842
EWR,ORF,584,17.364468864468865,12.5637707948244,285.0,284.0,51.22920517560074,Norfolk Intl,36.894611,-76.201222
EWR,PBI,2351,13.962328767123287,7.869751499571551,402.0,1023.0,144.939588688946,Palm Beach Intl,26.683161,-80.095589
EWR,PDX,571,16.567901234567902,1.1065719360568385,309.0,2434.0,329.4404973357016,Portland Intl,45.588722,-122.5975
EWR,PHL,49,18.916666666666668,16.541666666666668,136.0,80.0,28.666666666666668,Philadelphia Intl,39.871944,-75.241139
EWR,PHX,2723,10.63578869047619,2.8696461824953445,393.0,2133.0,290.15493482309125,Phoenix Sky Harbor Intl,33.434278,-112.011583
EWR,PIT,559,10.628517823639775,5.67984934086629,324.0,319.0,57.056497175141246,Pittsburgh Intl,40.491467,-80.232872
EWR,PVD,376,21.76536312849162,16.23463687150838,285.0,160.0,32.667597765363126,Theodore Francis Green State,41.732581,-71.420383
EWR,PWM,770,25.714673913043477,23.005479452054793,310.0,284.0,48.727397260273975,Portland Intl Jetport,43.646161,-70.309281
EWR,RDU,1482,15.915492957746478,12.661256175017643,415.0,416.0,69.6182074805928,Raleigh Durham Intl,35.877639,-78.787472
EWR,RIC,1667,26.478960396039604,25.820433436532507,463.0,277.0,53.54365325077399,Richmond Intl,37.505167,-77.319667
EWR,ROC,513,27.86122448979592,20.66393442622951,387.0,246.0,45.334016393442624,Greater Rochester Intl,43.118866,-77.672389
EWR,RSW,1437,5.9326788218793824,-2.259129213483146,256.0,1068.0,156.73314606741573,Southwest Florida Intl,26.536167,-81.755167
EWR,SAN,1134,12.930088495575221,3.008,320.0,2425.0,325.28622222222225,San Diego Intl,32.733556,-117.189667
EWR,SAT,330,17.83076923076923,7.690402476780186,396.0,1569.0,221.29721362229103,San Antonio Intl,29.533694,-98.469778
EWR,SAV,736,19.76934306569343,17.690161527165934,443.0,708.0,107.33920704845815,Savannah Hilton Head Intl,32.127583,-81.202139
EWR,SBN,4,5.75,-5.5,3.0,637.0,93.5,South Bend Rgnl,41.708661,-86.31725
EWR,SDF,894,19.05800464037123,16.459016393442624,286.0,642.0,106.48009367681499,Louisville International Airport,38.1740858,-85.7364989
EWR,SEA,1831,12.822368421052632,-0.3453038674033149,299.0,2402.0,325.8767955801105,Seattle Tacoma Intl,47.449,-122.309306
EWR,SFO,5127,14.326394344069127,2.3418246445497632,632.0,2565.0,342.92812006319116,San Francisco Intl,37.618972,-122.374889
EWR,SJU,1067,7.475563909774436,0.42521166509877706,244.0,1608.0,201.00752587017874,,,
EWR,SLC,354,16.758522727272727,11.378917378917379,847.0,1969.0,271.32763532763533,Salt Lake City Intl,40.788389,-111.977772
EWR,SNA,825,7.761904761904762,-7.8682266009852215,189.0,2434.0,329.2894088669951,John Wayne Arpt Orange Co,33.675667,-117.868222
EWR,STL,2516,20.81137599330824,16.2893850042123,538.0,872.0,134.29317607413648,Lambert St Louis Intl,38.748697,-90.370028
EWR,STT,189,6.148936170212766,0.6170212765957447,234.0,1634.0,206.25531914893617,,,
EWR,SYR,157,12.698630136986301,7.273972602739726,192.0,195.0,38.986301369863014,Syracuse Hancock Intl,43.111187,-76.106311
EWR,TPA,2334,13.06850495476088,6.360259179265658,379.0,997.0,143.62030237580993,Tampa Intl,27.975472,-82.53325
EWR,TUL,315,34.90635451505017,33.65986394557823,262.0,1215.0,178.3095238095238,Tulsa Intl,36.198389,-95.888111
EWR,TVC,24,17.869565217391305,3.0,116.0,644.0,96.0,Cherry Capital Airport,44.741445,-85.582235
EWR,TYS,323,41.818471337579616,41.150159744408946,281.0,631.0,97.63578274760384,Mc Ghee Tyson,35.810972,-83.994028
EWR,XNA,291,7.811188811188811,8.346289752650177,330.0,1131.0,166.99293286219083,NW Arkansas Regional,36.2818694,-94.3068111
JFK,ABQ,254,13.740157480314961,4.381889763779528,153.0,1826.0,249.16929133858267,Albuquerque International Sunport,35.0402222,-106.6091944
JFK,ACK,265,6.456603773584906,4.8522727272727275,221.0,199.0,42.06818181818182,Nantucket Mem,41.253053,-70.060181
JFK,ATL,1930,10.465974025974026,6.273958333333334,612.0,760.0,112.04270833333334,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067
JFK,AUS,1471,14.022618231665524,10.29436038514443,328.0,1521.0,213.7022008253095,Austin Bergstrom Intl,30.194528,-97.669889
JFK,BHM,1,7.0,-19.0,-19.0,865.0,117.0,Birmingham Intl,33.562942,-86.75355
JFK,BNA,730,18.875,12.155619596541786,354.0,765.0,117.0749279538905,Nashville Intl,36.124472,-86.678194
JFK,BOS,5898,11.694953335637747,4.913043478260869,412.0,187.0,38.48120561233328,General Edward Lawrence Logan Intl,42.364347,-71.005181
JFK,BQN,599,6.665546218487395,6.942664418212479,183.0,1576.0,194.24114671163576,,,
JFK,BTV,1364,10.400296515937733,8.129175946547884,396.0,266.0,47.212323682256866,Burlington Intl,44.471861,-73.153278
JFK,BUF,3582,13.27027027027027,9.141799544419134,396.0,301.0,57.13382687927107,Buffalo Niagara Intl,42.940525,-78.732167
JFK,BUR,371,13.475675675675676,8.175675675675675,247.0,2465.0,334.1027027027027,Bob Hope,34.200667,-118.358667
JFK,BWI,1221,15.61159169550173,8.984320557491289,851.0,184.0,39.08362369337979,Baltimore Washington Intl,39.175361,-76.668333
JFK,CHS,960,8.690677966101696,5.1571125265392785,331.0,636.0,95.49787685774947,Charleston Afb Intl,32.898647,-80.040528
JFK,CLE,707,17.0254110612855,17.384384384384383,336.0,425.0,77.13963963963964,Cleveland Hopkins Intl,41.411689,-81.849794
JFK,CLT,2870,8.593208348072162,6.587588652482269,744.0,541.0,87.09397163120568,Charlotte Douglas Intl,35.214,-80.943139
JFK,CMH,742,22.01838755304102,22.920567375886524,1127.0,483.0,76.70638297872341,Port Columbus Intl,39.997972,-82.891889
JFK,CVG,997,27.350472193074502,19.105042016806724,989.0,589.0,95.97268907563026,Cincinnati Northern Kentucky Intl,39.048836,-84.667822
JFK,DCA,3270,12.421869945001617,7.517555266579974,384.0,213.0,47.89336801040312,Ronald Reagan Washington Natl,38.852083,-77.037722
JFK,DEN,703,20.09585121602289,10.82496413199426,335.0,1626.0,227.2754662840746,Denver Intl,39.861656,-104.673178
JFK,DFW,732,14.375706214689265,4.161849710982659,421.0,1391.0,198.40462427745663,Dallas Fort Worth Intl,32.896828,-97.037997
JFK,DTW,1166,17.486583184257604,5.6041292639138245,383.0,509.0,87.55206463195691,Detroit Metro Wayne Co,42.212444,-83.353389
JFK,EGE,103,23.435643564356436,18.534653465346533,266.0,1746.5728155339805,256.44554455445547,Eagle Co Rgnl,39.642556,-106.917694
JFK,FLL,4254,11.881014458402465,6.932541567695962,405.0,1069.0,152.041567695962,Fort Lauderdale Hollywood Intl,26.072583,-80.15275
JFK,HNL,342,4.900584795321637,-6.915204678362573,1272.0,4983.0,623.0877192982456,Honolulu Intl,21.318681,-157.922428
JFK,HOU,714,10.531645569620252,7.69901547116737,338.0,1428.0,205.50070323488046,William P Hobby,29.645419,-95.278889
JFK,IAD,2661,16.4405705229794,13.52061855670103,577.0,228.0,48.13838223632038,Washington Dulles Intl,38.944533,-77.455811
JFK,IAH,274,15.617647058823529,17.132841328413285,783.0,1417.0,201.85977859778598,George Bush Intercontinental,29.984433,-95.341442
JFK,IND,689,14.894578313253012,7.52887537993921,291.0,665.0,105.53495440729483,Indianapolis Intl,39.717331,-86.294383
JFK,JAC,2,5.0,11.0,13.0,1894.0,275.5,Jackson Hole Airport,43.607333333,-110.73775
JFK,JAX,1299,15.013438735177866,9.38699444885012,336.0,828.0,120.07057890563046,Jacksonville Intl,30.494056,-81.687861
JFK,LAS,3987,8.507940509200907,0.7735991923271075,852.0,2248.0,303.02246340232205,Mc Carran Intl,36.080056,-115.15225
JFK,LAX,11262,8.52250803858521,-0.480598619948024,784.0,2475.0,329.1510888072408,Los Angeles Intl,33.942536,-118.408075
JFK,LGB,668,11.183734939759036,-0.06202723146747353,302.0,2465.0,329.8593040847201,Long Beach,33.817722,-118.151611
JFK,MCI,276,23.0859375,5.7952755905511815,315.0,1113.0,157.65748031496062,Kansas City Intl,39.297606,-94.713905
JFK,MCO,5464,10.601582627898418,5.304475962424019,329.0,944.0,134.9204273346841,Orlando Intl,28.429394,-81.308994
JFK,MEM,1,14.0,-5.0,-5.0,964.0,166.0,Memphis Intl,35.042417,-89.976667
JFK,MIA,3314,9.336570561456753,-1.987214611872146,614.0,1089.0,152.12998477929986,Miami Intl,25.79325,-80.290556
JFK,MKE,183,19.86046511627907,13.116279069767442,223.0,745.0,114.36046511627907,General Mitchell Intl,42.947222,-87.896583
JFK,MSP,1095,21.334277620396602,8.774193548387096,458.0,1029.0,154.7134724857685,Minneapolis St Paul Intl,44.881956,-93.221767
JFK,MSY,1633,13.991854636591478,7.150753768844221,322.0,1182.0,168.63379396984925,Louis Armstrong New Orleans Intl,29.993389,-90.258028
JFK,MVY,221,7.051643192488263,-0.2857142857142857,168.0,173.0,36.319047619047616,Martha\\'s Vineyard,41.391667,-70.615278
JFK,OAK,312,13.344051446945338,3.0776699029126213,318.0,2576.0,344.7346278317152,Metropolitan Oakland Intl,37.721278,-122.220722
JFK,ORD,2326,21.553722692822113,13.141640519946213,347.0,740.0,120.8619453160018,Chicago Ohare Intl,41.978603,-87.904842
JFK,ORF,746,18.027181688125893,10.581661891117479,451.0,290.0,52.587392550143264,Norfolk Intl,36.894611,-76.201222
JFK,PBI,1739,14.420289855072463,13.091067285382831,376.0,1028.0,144.04582366589327,Palm Beach Intl,26.683161,-80.095589
JFK,PDX,783,16.02944942381562,8.057766367137356,850.0,2454.0,330.91014120667523,Portland Intl,45.588722,-122.5975
JFK,PHL,976,17.483370288248338,12.68826815642458,325.0,94.0,30.83687150837989,Philadelphia Intl,39.871944,-75.241139
JFK,PHX,1933,10.101404056162247,1.017178552837064,360.0,2153.0,291.5543987506507,Phoenix Sky Harbor Intl,33.434278,-112.011583
JFK,PIT,1249,12.139669421487604,6.921030756442228,372.0,340.0,66.53117206982543,Pittsburgh Intl,40.491467,-80.232872
JFK,PSE,365,10.146814404432133,7.871508379888268,182.0,1617.0,202.231843575419,,,
JFK,PSP,19,-2.9444444444444446,-12.722222222222221,17.0,2378.0,332.72222222222223,Palm Springs Intl,33.829667,-116.506694
JFK,PWM,1304,11.626749611197512,7.2972762645914395,294.0,273.0,47.91050583657587,Portland Intl Jetport,43.646161,-70.309281
JFK,RDU,3100,15.005015045135407,10.661079450217901,430.0,427.0,71.85719074756956,Raleigh Durham Intl,35.877639,-78.787472
JFK,RIC,249,17.41350210970464,11.389830508474576,370.0,288.0,56.65677966101695,Richmond Intl,37.505167,-77.319667
JFK,ROC,1679,13.253019323671497,10.148125755743651,330.0,264.0,51.889359129383315,Greater Rochester Intl,43.118866,-77.672389
JFK,RSW,1339,10.08201655379985,6.973604826546003,272.0,1074.0,159.75942684766216,Southwest Florida Intl,26.536167,-81.755167
JFK,SAN,1603,9.82120451693852,3.2323232323232323,769.0,2446.0,325.70959595959596,San Diego Intl,32.733556,-117.189667
JFK,SAT,356,23.413597733711047,6.229166666666667,681.0,1587.0,217.63095238095238,San Antonio Intl,29.533694,-98.469778
JFK,SDF,46,23.976744186046513,16.35,357.0,662.0,103.775,Louisville International Airport,38.1740858,-85.7364989
JFK,SEA,2092,8.8875,-1.7566265060240964,444.0,2422.0,329.3744578313253,Seattle Tacoma Intl,47.449,-122.309306
JFK,SFO,8204,11.952691078889162,2.879639906276976,1007.0,2586.0,347.4036256011839,San Francisco Intl,37.618972,-122.374889
JFK,SJC,329,10.103658536585366,3.448170731707317,226.0,2569.0,346.6067073170732,Norman Y Mineta San Jose Intl,37.3626,-121.929022
JFK,SJU,4752,10.334038502221283,2.9934182590233545,371.0,1598.0,197.51571125265392,,,
JFK,SLC,2113,7.734567901234568,-1.6961904761904762,387.0,1990.0,274.78,Salt Lake City Intl,40.788389,-111.977772
JFK,SMF,284,18.69148936170213,12.109929078014185,271.0,2521.0,336.3723404255319,Sacramento Intl,38.695417,-121.590778
JFK,SRQ,474,4.4258474576271185,0.7478813559322034,175.0,1041.0,152.66101694915255,Sarasota Bradenton Intl,27.395444,-82.554389
JFK,STL,1,20.0,-8.0,-8.0,892.0,129.0,Lambert St Louis Intl,38.748697,-90.370028
JFK,STT,333,3.7393939393939393,-6.372727272727273,330.0,1623.0,203.1939393939394,,,
JFK,SYR,1311,13.664605873261205,9.01547987616099,391.0,209.0,44.53405572755418,Syracuse Hancock Intl,43.111187,-76.106311
JFK,TPA,2987,12.012855209742895,7.656154628687691,931.0,1005.0,144.27839945744321,Tampa Intl,27.975472,-82.53325
LGA,ATL,10263,11.448621305296568,11.322477840852505,895.0,762.0,113.55502439996016,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067
LGA,AVL,10,-2.6,-12.1,13.0,599.0,92.2,Asheville Regional Airport,35.436194,-82.541806
LGA,BGR,375,19.475,8.027932960893855,238.0,378.0,54.11731843575419,Bangor Intl,44.807444,-68.828139
LGA,BHM,296,29.77859778597786,17.011194029850746,291.0,866.0,122.79850746268657,Birmingham Intl,33.562942,-86.75355
LGA,BNA,3267,14.126345788473717,11.099396633852017,349.0,764.0,113.69831692600826,Nashville Intl,36.124472,-86.678194
LGA,BOS,4283,-0.5376370887337986,-2.4195402298850577,233.0,184.0,37.85082458770615,General Edward Lawrence Logan Intl,42.364347,-71.005181
LGA,BTV,294,15.76173285198556,2.5992779783393503,258.0,258.0,43.35740072202166,Burlington Intl,44.471861,-73.153278
LGA,BUF,126,10.701612903225806,-2.4508196721311477,233.0,292.0,50.40983606557377,Buffalo Niagara Intl,42.940525,-78.732167
LGA,BWI,15,3.2,-7.866666666666666,19.0,185.0,40.46666666666667,Baltimore Washington Intl,39.175361,-76.668333
LGA,CAE,12,29.5,19.666666666666668,84.0,617.0,101.41666666666667,Columbia Metropolitan,33.938833,-81.119528
LGA,CAK,864,20.820877817319097,19.69833729216152,433.0,397.0,64.03681710213776,Akron Canton Regional Airport,40.9160833,-81.4421944
LGA,CHO,52,21.391304347826086,9.5,228.0,305.0,50.95652173913044,Charlottesville-Albemarle,38.138639,-78.452861
LGA,CHS,500,18.38574423480084,5.548523206751055,328.0,641.0,92.77004219409282,Charleston Afb Intl,32.898647,-80.040528
LGA,CLE,2112,13.568510214250125,10.037037037037036,469.0,419.0,69.38638638638639,Cleveland Hopkins Intl,41.411689,-81.849794
LGA,CLT,6168,8.96532082425867,7.37980204663647,490.0,544.0,86.66901526589498,Charlotte Douglas Intl,35.214,-80.943139
LGA,CMH,2058,8.246525990735975,6.4671834625323,349.0,479.0,78.0625322997416,Port Columbus Intl,39.997972,-82.891889
LGA,CRW,138,17.0,14.671641791044776,189.0,444.0,74.75373134328358,Yeager,38.373147,-81.593189
LGA,CVG,271,12.184615384615384,5.911538461538462,373.0,585.0,94.9423076923077,Cincinnati Northern Kentucky Intl,39.048836,-84.667822
LGA,DAY,391,6.069767441860465,-4.947368421052632,292.0,549.0,85.35380116959064,James M Cox Dayton Intl,39.902375,-84.219375
LGA,DCA,4716,4.968353019835079,5.838406445837063,344.0,214.0,45.594673231871084,Ronald Reagan Washington Natl,38.852083,-77.037722
LGA,DEN,3704,13.149005720512122,7.854799015586546,834.0,1620.0,227.51599671862184,Denver Intl,39.861656,-104.673178
LGA,DFW,4858,5.806150583244963,-1.2599316531396838,598.0,1389.0,199.9367791542076,Dallas Fort Worth Intl,32.896828,-97.037997
LGA,DSM,158,17.22222222222222,5.684210526315789,190.0,1031.0,146.15037593984962,Des Moines Intl,41.533972,-93.663083
LGA,DTW,5040,7.770528455284553,2.0273023634881824,674.0,502.0,84.21332518337408,Detroit Metro Wayne Co,42.212444,-83.353389
LGA,EYW,17,3.6470588235294117,6.352941176470588,45.0,1207.0,174.05882352941177,Key West Intl,24.556111,-81.759556
LGA,FLL,4008,12.87645275391612,9.612363820623258,368.0,1076.0,152.6067899670636,Fort Lauderdale Hollywood Intl,26.072583,-80.15275
LGA,GRR,46,2.1219512195121952,-2.125,182.0,618.0,101.9,Gerald R Ford Intl,42.880833,-85.522806
LGA,GSO,486,19.430155210643015,5.814317673378076,444.0,461.0,71.08277404921701,Piedmont Triad,36.09775,-79.937306
LGA,GSP,104,8.23469387755102,0.3469387755102041,137.0,610.0,94.63265306122449,Greenville-Spartanburg International,34.895556,-82.218889
LGA,HOU,425,10.433962264150944,0.839622641509434,376.0,1428.0,202.23584905660377,William P Hobby,29.645419,-95.278889
LGA,IAD,1803,16.650421179302047,13.708257986739,398.0,229.0,48.59493670886076,Washington Dulles Intl,38.944533,-77.455811
LGA,IAH,2951,9.058985857192136,1.450363196125908,435.0,1416.0,200.79315115876858,George Bush Intercontinental,29.984433,-95.341442
LGA,ILM,110,19.416666666666668,4.635514018691588,143.0,500.0,75.35514018691589,Wilmington Intl,34.270615,-77.902569
LGA,IND,87,3.6097560975609757,-5.0,172.0,660.0,101.54878048780488,Indianapolis Intl,39.717331,-86.294383
LGA,JAX,179,8.702857142857143,1.4228571428571428,282.0,833.0,121.58285714285714,Jacksonville Intl,30.494056,-81.687861
LGA,LEX,1,-9.0,-22.0,-22.0,604.0,90.0,Blue Grass,38.0365,-84.605889
LGA,MCI,376,13.44413407821229,0.17183098591549295,315.0,1107.0,157.60845070422536,Kansas City Intl,39.297606,-94.713905
LGA,MCO,3677,12.657252536331232,7.862002743484225,744.0,950.0,134.74842249657064,Orlando Intl,28.429394,-81.308994
LGA,MDW,2070,19.824363992172213,11.050073637702504,422.0,725.0,112.8659793814433,Chicago Midway Intl,41.785972,-87.752417
LGA,MEM,862,11.835714285714285,1.3464285714285715,332.0,963.0,140.40952380952382,Memphis Intl,35.042417,-89.976667
LGA,MHT,142,24.037037037037038,17.52777777777778,189.0,195.0,35.43518518518518,Manchester Regional Airport,42.932556,-71.435667
LGA,MIA,5781,7.361746724890829,-0.06576639775517362,648.0,1096.0,154.14871974745702,Miami Intl,25.79325,-80.290556
LGA,MKE,1525,15.187035786630656,7.252873563218391,334.0,738.0,113.40432724814063,General Mitchell Intl,42.947222,-87.896583
LGA,MSN,218,27.117924528301888,15.289099526066352,364.0,812.0,120.43601895734596,Dane Co Rgnl Truax Fld,43.139858,-89.337514
LGA,MSP,3713,9.75295735900963,6.1312154696132595,915.0,1020.0,149.22099447513813,Minneapolis St Paul Intl,44.881956,-93.221767
LGA,MSY,1011,8.997,2.3336673346693386,780.0,1183.0,167.36072144288576,Louis Armstrong New Orleans Intl,29.993389,-90.258028
LGA,MYR,3,0.6666666666666666,-3.0,21.0,563.0,93.33333333333333,Myrtle Beach Intl,33.67975,-78.928333
LGA,OMA,95,27.369565217391305,13.736263736263735,187.0,1148.0,161.62637362637363,Eppley Afld,41.303167,-95.894069
LGA,ORD,8857,10.74075807206364,1.8334312918772775,448.0,733.0,115.79981191959563,Chicago Ohare Intl,41.978603,-87.904842
LGA,ORF,206,16.553846153846155,7.7846153846153845,264.0,296.0,52.12820512820513,Norfolk Intl,36.894611,-76.201222
LGA,PBI,2464,11.050944946589976,6.015232606010704,449.0,1035.0,146.13709345409634,Palm Beach Intl,26.683161,-80.095589
LGA,PHL,607,3.1853088480801337,5.7792642140468224,324.0,96.0,37.02675585284281,Philadelphia Intl,39.871944,-75.241139
LGA,PIT,1067,17.183070866141733,9.634387351778656,321.0,335.0,57.73913043478261,Pittsburgh Intl,40.491467,-80.232872
LGA,PWM,278,14.241758241758241,1.8608058608058609,241.0,269.0,43.89377289377289,Portland Intl Jetport,43.646161,-70.309281
LGA,RDU,3581,8.729098966026587,8.416617210682492,354.0,431.0,70.55786350148368,Raleigh Durham Intl,35.877639,-78.787472
LGA,RIC,538,17.364919354838708,5.642424242424243,230.0,292.0,54.214141414141416,Richmond Intl,37.505167,-77.319667
LGA,ROC,224,12.819444444444445,1.8101851851851851,267.0,254.0,45.083333333333336,Greater Rochester Intl,43.118866,-77.672389
LGA,RSW,761,9.522546419098143,7.0611702127659575,253.0,1080.0,160.48138297872342,Southwest Florida Intl,26.536167,-81.755167
LGA,SAV,68,3.0588235294117645,-10.514705882352942,89.0,722.0,103.26470588235294,Savannah Hilton Head Intl,32.127583,-81.202139
LGA,SBN,6,31.333333333333332,14.5,53.0,651.0,96.83333333333333,South Bend Rgnl,41.708661,-86.31725
LGA,SDF,217,4.193396226415095,-3.442857142857143,291.0,659.0,105.87142857142857,Louisville International Airport,38.1740858,-85.7364989
